# hostname;interval;timestamp;kbmemfree;kbmemused;%memused;kbbuffers;kbcached;kbcommit;%commit
pgxl;59;1444147378;15986372;353472;2.16;0;307096;10472804;22.13
pgxl;60;1444147438;14958540;1381304;8.45;0;1332500;10618136;22.44
pgxl;60;1444147498;14220856;2118988;12.97;0;2073568;10983088;23.21
pgxl;59;1444147558;12914688;3425156;20.96;0;3388216;10786836;22.79
pgxl;59;1444147618;12045316;4294528;26.28;0;4259540;10817988;22.86
pgxl;60;1444147678;12514468;3825376;23.41;0;3792260;12520572;26.46
pgxl;59;1444147738;12502548;3837296;23.48;0;3806884;10950780;23.14
pgxl;60;1444147798;12750320;3589524;21.97;0;3559152;10919008;23.07
pgxl;60;1444147858;12764440;3575404;21.88;0;3544876;10924364;23.08
pgxl;60;1444147918;13443596;2896248;17.73;0;2857784;11571928;24.45
pgxl;59;1444147978;14387224;1952620;11.95;0;1914104;12061888;25.49
pgxl;58;1444148038;15496768;843076;5.16;0;805676;11177676;23.62
pgxl;60;1444148098;16166052;173792;1.06;0;137444;16509376;34.88
pgxl;60;1444148158;16200476;139368;0.85;0;97080;13241872;27.98
pgxl;60;1444148218;16210956;128888;0.79;0;87904;12137596;25.65
